topic,term,beta
1,leverag,3.3198368676061324e-297
2,leverag,8.220501404562119e-299
3,leverag,8.178623678104088e-301
4,leverag,1.9778429432230016e-11
5,leverag,3.674514151486344e-5
6,leverag,2.13532339094e-12
7,leverag,2.5605891072354686e-298
8,leverag,6.862748852920377e-266
9,leverag,1.7957942652104518e-222
10,leverag,2.4417641607620193e-5
1,linkag,3.5e-322
2,linkag,4.496e-321
3,linkag,5e-324
4,linkag,1.17143e-319
5,linkag,4.6959505000922784e-304
6,linkag,1.9115746514559558e-12
7,linkag,2.3141e-319
8,linkag,6.270589e-317
9,linkag,1.049828434364772e-277
10,linkag,9.767057594027707e-5
1,linowitz,9e-323
2,linowitz,4.59e-321
3,linowitz,5e-324
4,linowitz,1.58116e-319
5,linowitz,1.3250365142108613e-303
6,linowitz,3.096675728930361e-14
7,linowitz,6.96593e-319
8,linowitz,3.5744034e-317
9,linowitz,2.2180881206807004e-277
10,linowitz,4.8835289296718914e-5
1,longterm,4.517e-320
2,longterm,1.989766e-317
3,longterm,5.43e-322
4,longterm,5.456974e-317
5,longterm,8.116516982541683e-301
6,longterm,1.5497750289213026e-12
7,longterm,1.059646355e-315
8,longterm,1.648849475e-314
9,longterm,3.750217798322784e-282
10,longterm,4.883528711811116e-5
1,ltdp,4.286e-320
2,ltdp,1.459794e-317
3,ltdp,8.1e-322
4,ltdp,5.349297e-317
5,ltdp,3.822146595832941e-301
6,ltdp,1.33449988649421e-12
7,ltdp,1.766797203e-315
8,ltdp,1.378026957e-314
9,ltdp,6.4764543706906216e-282
10,ltdp,2.4417642756336823e-5
1,luther,1.63e-322
2,luther,5.553e-321
3,luther,5e-324
4,luther,5.143e-320
5,luther,1.2260561524541166e-304
6,luther,2.7155412082190704e-13
7,luther,4.4112e-319
8,luther,3.7625915e-317
9,luther,2.1771275744700697e-276
10,luther,1.4650586763389226e-4
1,magnet,6.69910222007612e-302
2,magnet,2.371478394457253e-301
3,magnet,5.0801336734160306e-303
4,magnet,1.0137271439597715e-14
5,magnet,3.6151910358529845e-5
6,magnet,6.699124129153007e-11
7,magnet,4.0335223219468176e-300
8,magnet,3.162293462666061e-297
9,magnet,2.9948431633176504e-270
10,magnet,2.481177170728414e-5
1,mainstream,9.821794661737243e-300
2,mainstream,4.5350068445396566e-301
3,mainstream,4.202481368658033e-301
4,mainstream,7.002882489480095e-5
5,mainstream,3.730519669653291e-5
6,mainstream,1.7304870442443866e-11
7,mainstream,4.8818379461841526e-298
8,mainstream,1.616508500538023e-294
9,mainstream,6.207600854215413e-37
10,mainstream,1.48215560864376e-4
1,marion,7.0207e-320
2,marion,1.2950557e-317
3,marion,2.164e-321
4,marion,5.1574584e-317
5,marion,1.7006343478203934e-300
6,marion,1.1220680081671174e-12
7,marion,1.1740268e-315
8,marion,5.239197087e-315
9,marion,3.718329753495077e-282
10,marion,2.4417643061053202e-5
1,martin,1e-323
2,martin,5.4e-322
3,martin,0
4,martin,6.189e-320
5,martin,2.8260060487248404e-304
6,martin,3.8940205284633526e-14
7,martin,3.766e-319
8,martin,5.94602e-318
9,martin,1.7569817318903714e-277
10,martin,1.4650586796755819e-4
1,missilescarri,4.1254e-320
2,missilescarri,6.10212e-318
3,missilescarri,1.02e-321
4,missilescarri,1.9804073e-317
5,missilescarri,4.1217946224741465e-301
6,missilescarri,9.776369944626395e-13
7,missilescarri,3.467162e-317
8,missilescarri,1.822190123e-314
9,missilescarri,2.0431182869401174e-282
10,missilescarri,2.4417643268227822e-5
1,morenor,2.8424e-320
2,morenor,2.455519e-317
3,morenor,1.03e-321
4,morenor,2.29617414e-316
5,morenor,1.599582355607807e-300
6,morenor,6.6792207069441335e-12
7,morenor,1.480570024e-315
8,morenor,2.474896333e-314
9,morenor,1.9632087978228717e-281
10,morenor,2.441763508976647e-5
1,mtn,7.7e-322
2,mtn,3.715e-321
3,mtn,3e-323
4,mtn,3.69675e-319
5,mtn,1.764969652052582e-303
6,mtn,1.5984871551841067e-13
7,mtn,2.16228e-318
8,mtn,1.31070986e-316
9,mtn,1.5729593541417043e-276
10,mtn,1.4650586779412457e-4
1,myth,1.59524e-319
2,myth,8.6865723e-317
3,myth,7.69e-321
4,myth,1.4827757e-316
5,myth,6.67075186582197e-300
6,myth,6.3027607148331385e-12
7,myth,4.26718236e-315
8,myth,6.983144556e-314
9,myth,1.1954378887165845e-281
10,myth,9.767056964147537e-5
1,namibiaa,3.781e-320
2,namibiaa,8.2408e-319
3,namibiaa,5.3e-322
4,namibiaa,8.33539e-318
5,namibiaa,2.41026276835585e-301
6,namibiaa,7.17765592735588e-13
7,namibiaa,1.58573314e-316
8,namibiaa,7.036825805e-315
9,namibiaa,4.104360496236969e-282
10,namibiaa,2.441764364099234e-5
1,namibian,3.06e-322
2,namibian,8.948e-321
3,namibian,1.5e-323
4,namibian,1.65265e-319
5,namibian,3.722344652063882e-304
6,namibian,2.2330736195916585e-13
7,namibian,3.259648e-318
8,namibian,2.8476506e-317
9,namibian,1.6279945874057102e-276
10,namibian,4.8835289020821845e-5
1,nationeven,1.0415e-320
2,nationeven,5.385593e-317
3,nationeven,1.003e-321
4,nationeven,6.2879167e-317
5,nationeven,3.940973821541739e-300
6,nationeven,4.931586220119612e-12
7,nationeven,2.071339514e-315
8,nationeven,4.870637533e-314
9,nationeven,1.2811046023601038e-281
10,nationeven,2.441763759660701e-5
1,noncontroversi,3.9313e-320
2,noncontroversi,6.983885e-318
3,noncontroversi,2.4e-322
4,noncontroversi,1.174356e-317
5,noncontroversi,2.593773555674542e-301
6,noncontroversi,2.253249327927087e-13
7,noncontroversi,6.85707954e-316
8,noncontroversi,4.387861486e-315
9,noncontroversi,2.887785486600512e-282
10,noncontroversi,2.4417644347358686e-5
1,nontariff,1.49445e-319
2,nontariff,1.480851e-317
3,nontariff,3.5e-323
4,nontariff,1.44025353e-316
5,nontariff,1.9120391284400647e-300
6,nontariff,1.891273625070821e-12
7,nontariff,5.7908327e-316
8,nontariff,3.399173116e-315
9,nontariff,1.701090150309457e-281
10,nontariff,2.4417641957689874e-5
1,nonwild,2.6401e-319
2,nonwild,1.161432e-317
3,nonwild,7.6e-322
4,nonwild,1.2926503e-316
5,nonwild,5.8521191372985716e-300
6,nonwild,1.004797728545142e-12
7,nonwild,1.9485047e-316
8,nonwild,6.0128891745e-314
9,nonwild,8.753576800174989e-282
10,nonwild,4.883528789983705e-5
1,ofccp,6.23e-322
2,ofccp,1.100175e-318
3,ofccp,8e-323
4,ofccp,4.97883e-318
5,ofccp,1.9571265682320743e-302
6,ofccp,2.5009147248123637e-12
7,ofccp,1.74154217e-316
8,ofccp,5.8685551e-316
9,ofccp,4.7834466611415016e-275
10,ofccp,7.325293042434718e-5
1,officefrom,4.358e-320
2,officefrom,6.92727e-318
3,officefrom,2.105e-321
4,officefrom,1.2840623e-317
5,officefrom,2.692612926752489e-300
6,officefrom,3.4648989564320265e-12
7,officefrom,3.967957954e-315
8,officefrom,3.06566553e-314
9,officefrom,1.1226240375995202e-281
10,officefrom,2.44176397004514e-5
1,overdos,1.3e-322
2,overdos,2.0553e-320
3,overdos,1e-323
4,overdos,4.4167e-319
5,overdos,2.7710209018918218e-306
6,overdos,1.5160085049900045e-12
7,overdos,2.6116e-318
8,overdos,2.44497476e-316
9,overdos,5.001564837070441e-276
10,overdos,7.32529318371156e-5
1,overpay,2.3723634803752104e-306
2,overpay,6.80841819503461e-305
3,overpay,4.9845720005917575e-307
4,overpay,6.104234698844084e-211
5,overpay,3.674500491193903e-5
6,overpay,1.8489054319433417e-10
7,overpay,1.534274842443734e-303
8,overpay,9.273861067451306e-301
9,overpay,1.4992456745994205e-265
10,overpay,4.883512810972721e-5
1,peaceso,2.213e-321
2,peaceso,1.2850885e-317
3,peaceso,9.04e-322
4,peaceso,3.1097806e-317
5,peaceso,2.9082484259298595e-301
6,peaceso,9.877016378834562e-13
7,peaceso,1.618882175e-315
8,peaceso,1.204549132e-314
9,peaceso,3.4158973012067113e-282
10,peaceso,2.4417643253790897e-5
1,persian,7.03744111521855e-302
2,persian,6.264783396064854e-301
3,persian,1.458153647531172e-302
4,persian,1.7029303038771761e-4
5,persian,4.598725740247728e-60
6,persian,4.5075748892992764e-14
7,persian,3.6810129174310186e-299
8,persian,1.225270294969447e-149
9,persian,1.1360701436720066e-16
10,persian,6.188364182459145e-4
1,peyser,1.0713e-319
2,peyser,5.0675266e-317
3,peyser,2e-323
4,peyser,3.5287853e-317
5,peyser,1.6724170324503598e-300
6,peyser,3.232255788845706e-12
7,peyser,7.25804494e-316
8,peyser,2.7750039277e-314
9,peyser,6.492545844191504e-282
10,peyser,2.441764003415926e-5
1,photovolta,1.33e-322
2,photovolta,1.74e-321
3,photovolta,5e-324
4,photovolta,3.4995e-320
5,photovolta,1.4918786393357913e-304
6,photovolta,1.429118708677447e-13
7,photovolta,7.6106e-319
8,photovolta,6.898757e-318
9,photovolta,1.2691337193686701e-276
10,photovolta,7.325293380671179e-5
1,plumb,2.25e-320
2,plumb,4.04419e-318
3,plumb,5e-322
4,plumb,5.340044e-318
5,plumb,3.301775451587778e-301
6,plumb,5.783424009604371e-13
7,plumb,5.8075653e-316
8,plumb,4.022138873e-315
9,plumb,9.547551583574764e-283
10,plumb,2.441764384098368e-5
1,portsmouth,3.95e-322
2,portsmouth,2.3883e-320
3,portsmouth,3.5e-323
4,portsmouth,1.26906e-319
5,portsmouth,2.716770889199541e-303
6,portsmouth,4.42403677185163e-13
7,portsmouth,1.851817e-318
8,portsmouth,1.3135555e-317
9,portsmouth,2.6490110545845285e-276
10,portsmouth,4.8835288706545937e-5
1,powersand,9.166e-320
2,powersand,7.06069e-317
3,powersand,5.766e-321
4,powersand,8.951186e-317
5,powersand,8.545082638074736e-301
6,powersand,5.7958162238030604e-12
7,powersand,7.047014125e-315
8,powersand,1.95130684e-315
9,powersand,2.4340149243141197e-281
10,powersand,2.441763635693885e-5
1,precondit,2.901e-320
2,precondit,9.719314e-318
3,precondit,1.42e-321
4,precondit,3.20826e-318
5,precondit,1.0920220585318447e-300
6,precondit,3.4561049992981944e-12
7,precondit,8.0900067e-316
8,precondit,1.592633587e-314
9,precondit,1.6296308219985205e-282
10,precondit,2.4417639713065642e-5
1,premier,2.1e-322
2,premier,3.218e-320
3,premier,5e-324
4,premier,2.95565e-319
5,premier,3.8270543451941283e-303
6,premier,9.409465152531006e-14
7,premier,2.482294e-318
8,premier,2.2735597e-317
9,premier,1.0993154872988127e-276
10,premier,4.8835289206167026e-5
1,progresswhen,1.7936e-319
2,progresswhen,6.668015e-317
3,progresswhen,5.14e-322
4,progresswhen,1.146475e-317
5,progresswhen,3.5966936255235426e-300
6,progresswhen,3.0557108825289105e-12
7,progresswhen,2.523730555e-315
8,progresswhen,5.301233521e-314
9,progresswhen,9.71347392127291e-282
10,progresswhen,2.4417640287398642e-5
1,racism,2.5330385923995807e-299
2,racism,4.81445450359698e-299
3,racism,4.796508903464641e-300
4,racism,7.282822885638018e-5
5,racism,2.1082237749212342e-13
6,racism,6.4232013190139034e-12
7,racism,3.5611032311177063e-298
8,racism,4.323174665383701e-152
9,racism,1.3506257691730916e-19
10,racism,2.463053471163665e-5
1,reauthor,1.2267259721136983e-303
2,reauthor,5.5294652894591574e-303
3,reauthor,3.495163773636613e-305
4,reauthor,3.729096808445429e-5
5,reauthor,7.276948127615897e-5
6,reauthor,1.0751586046937164e-10
7,reauthor,1.9886042064476425e-301
8,reauthor,2.0530804854630007e-297
9,reauthor,1.8454328748511913e-261
10,reauthor,7.325292295148502e-4
1,reevalu,2.9509820629041646e-306
2,reevalu,1.6035514889146046e-304
3,reevalu,2.870652082407042e-306
4,reevalu,2.378462329898487e-210
5,reevalu,3.674293630793992e-5
6,reevalu,3.156538665834587e-9
7,reevalu,1.0362200552133328e-302
8,reevalu,2.1012644036834796e-300
9,reevalu,9.445306038991568e-273
10,reevalu,2.441459546458814e-5
1,reintegr,1.3e-322
2,reintegr,1.82e-321
3,reintegr,1e-323
4,reintegr,1.31333e-319
5,reintegr,4.628064428052704e-304
6,reintegr,9.952006896800967e-15
7,reintegr,5.3245e-319
8,reintegr,4.412739e-317
9,reintegr,1.4329526597589883e-276
10,reintegr,7.325293399743202e-5
1,reintroduc,7.307e-320
2,reintroduc,7.98296e-318
3,reintroduc,1.734e-321
4,reintroduc,4.3916364e-317
5,reintroduc,1.8490259708974818e-300
6,reintroduc,1.507256760771294e-12
7,reintroduc,2.664363085e-315
8,reintroduc,1.22501984e-315
9,reintroduc,7.937698466276448e-283
10,reintroduc,2.4417642508531022e-5
1,rejoin,2.57e-322
2,rejoin,2.7717e-320
3,rejoin,5e-324
4,rejoin,1.85265e-319
5,rejoin,1.2322730515071496e-303
6,rejoin,7.352253658915311e-14
7,rejoin,2.966276e-318
8,rejoin,3.5449235e-317
9,rejoin,8.862662088318882e-277
10,rejoin,4.883528923567614e-5
1,relationshipa,2.3532e-319
2,relationshipa,2.7541047e-317
3,relationshipa,6.324e-321
4,relationshipa,7.6921614e-317
5,relationshipa,5.784957920703792e-300
6,relationshipa,2.83881965174459e-12
7,relationshipa,2.456128323e-315
8,relationshipa,3.9868251935e-314
9,relationshipa,1.5459054924738732e-281
10,relationshipa,2.441764059851159e-5
1,renter,2e-322
2,renter,3.9184e-320
3,renter,1e-323
4,renter,3.136e-320
5,renter,2.7336702226963677e-304
6,renter,6.554995466026014e-14
7,renter,2.48663e-318
8,renter,4.7290313e-317
9,renter,1.5331061178331699e-276
10,renter,4.883528924711216e-5
1,repledg,4.565e-321
2,repledg,1.777555e-317
3,repledg,4.26e-321
4,repledg,7.232792e-317
5,repledg,5.325040610939686e-300
6,repledg,3.452189165725796e-12
7,repledg,6.411432594e-315
8,repledg,6.2023046477e-314
9,repledg,2.407872945606417e-282
10,repledg,2.441763971868259e-5
1,repositori,8.127e-321
2,repositori,9.97084e-319
3,repositori,2.27e-322
4,repositori,8.436937e-318
5,repositori,4.761045535009047e-302
6,repositori,1.2527411221783487e-11
7,repositori,6.8887104e-317
8,repositori,4.059701953e-315
9,repositori,4.6172768449078364e-275
10,repositori,4.883527137157862e-5
1,reserveth,1.4343e-320
2,reserveth,8.446225e-318
3,reserveth,1.26e-321
4,reserveth,3.596284e-318
5,reserveth,3.851079899729358e-301
6,reserveth,6.51012297568629e-13
7,reserveth,9.95461126e-316
8,reserveth,9.896286806e-315
9,reserveth,5.144513553931285e-282
10,reserveth,2.4417643736744557e-5
1,reson,9.18e-320
2,reson,1.3426417e-317
3,reson,1.126e-321
4,reson,6.810099e-317
5,reson,1.9083937663493646e-300
6,reson,1.6593960651799326e-12
7,reson,1.3332293e-316
8,reson,7.818763873e-315
9,reson,1.0760573477200454e-281
10,reson,2.441764229029948e-5
1,roadless,4.05995774943035e-310
2,roadless,1.6063807103812567e-308
3,roadless,5.4917422553257e-311
4,roadless,3.6573558316690145e-5
5,roadless,2.909571783219122e-233
6,roadless,3.917162193400368e-12
7,roadless,2.7627068933663874e-306
8,roadless,2.6915745711790804e-305
9,roadless,6.445315112342821e-275
10,roadless,4.883528372228548e-5
1,saudi,5.827972905755232e-301
2,saudi,2.179210238900666e-300
3,saudi,7.503969361727818e-301
4,saudi,7.250144039657808e-5
5,saudi,3.0514469187297496e-79
6,saudi,3.251650103075602e-11
7,saudi,5.131380907704783e-301
8,saudi,2.6127797901927964e-148
9,saudi,3.3441410203907624e-15
10,saudi,2.4848671556568276e-5
1,shortcomingsin,4.5637e-320
2,shortcomingsin,1.120156e-318
3,shortcomingsin,8.7e-322
4,shortcomingsin,6.075753e-318
5,shortcomingsin,5.4438691931783865e-301
6,shortcomingsin,6.092992214930238e-13
7,shortcomingsin,4.902235e-317
8,shortcomingsin,1.316149546e-314
9,shortcomingsin,3.8208492420117825e-282
10,shortcomingsin,2.4417643796578612e-5
1,shortfal,1.73e-322
2,shortfal,2.1176e-320
3,shortfal,3e-323
4,shortfal,2.8206e-320
5,shortfal,2.963509930057506e-303
6,shortfal,5.182847567144764e-13
7,shortfal,1.52209e-318
8,shortfal,1.888382e-317
9,shortfal,8.000956875578617e-276
10,shortfal,4.883528859770062e-5
1,simplist,3.5e-322
2,simplist,1.817e-320
3,simplist,1e-323
4,simplist,1.0871e-319
5,simplist,1.1516418959335326e-303
6,simplist,3.447766699105796e-13
7,simplist,3.18702e-318
8,simplist,1.459629e-317
9,simplist,3.1968744298961694e-276
10,simplist,4.883528884658399e-5
1,slim,1.87208e-318
2,slim,2.2428947e-316
3,slim,1.6853e-320
4,slim,7.5344252e-316
5,slim,7.532062867440017e-300
6,slim,6.727180799492229e-12
7,slim,1.476292701e-314
8,slim,1.8512822289e-313
9,slim,1.2330083310676834e-281
10,slim,2.441763502097158e-5
1,sol,2.67e-322
2,sol,1.088e-320
3,sol,5e-324
4,sol,4.6304e-320
5,sol,1.4173616969709104e-303
6,sol,7.362363142939853e-14
7,sol,4.2538e-319
8,sol,3.564057e-317
9,sol,7.226925535182277e-277
10,sol,4.88352892355311e-5
1,solitud,1.54356e-319
2,solitud,3.6674863e-317
3,solitud,3.38e-321
4,solitud,3.1557984e-317
5,solitud,2.0898117163594253e-300
6,solitud,4.24443184889166e-12
7,solitud,2.91221014e-315
8,solitud,3.431305134e-314
9,solitud,1.1049753783658556e-281
10,solitud,2.441763858227442e-5
1,stanford,4.4e-323
2,stanford,5.7855e-320
3,stanford,2.5e-323
4,stanford,5.06e-319
5,stanford,1.6787430822605364e-303
6,stanford,3.377203366677911e-14
7,stanford,5.708034e-318
8,stanford,1.7299047e-316
9,stanford,1.1317208814855331e-276
10,stanford,4.883528929269498e-5
1,strengthenedr,4.9661e-319
2,strengthenedr,1.4136805e-316
3,strengthenedr,5.6976e-320
4,strengthenedr,5.2268962e-316
5,strengthenedr,2.76061373202213e-299
6,strengthenedr,2.7434202382116813e-12
7,strengthenedr,1.5327704486e-314
8,strengthenedr,1.67716719233e-313
9,strengthenedr,1.1799672088062295e-280
10,strengthenedr,2.4417640735354358e-5
1,strengthenprivaci,2.2675e-319
2,strengthenprivaci,1.472747e-317
3,strengthenprivaci,7.045e-321
4,strengthenprivaci,2.9436594e-317
5,strengthenprivaci,4.504396199801565e-301
6,strengthenprivaci,2.5948734714231226e-12
7,strengthenprivaci,2.398888185e-315
8,strengthenprivaci,2.5061558654e-314
9,strengthenprivaci,6.909908833860566e-282
10,strengthenprivaci,2.44176409484327e-5
1,strengthth,4.6284e-320
2,strengthth,2.0555097e-317
3,strengthth,2.92e-321
4,strengthth,5.720681e-317
5,strengthth,1.9959192521181495e-300
6,strengthth,1.6998538711174598e-14
7,strengthth,4.65541467e-316
8,strengthth,2.774208304e-314
9,strengthth,4.85946938414025e-283
10,strengthth,2.441764464618609e-5
1,su,1.90294e-319
2,su,8.50649e-318
3,su,2.337e-321
4,su,3.2104247e-317
5,su,1.7103516242103127e-300
6,su,8.105559934305538e-13
7,su,1.30515045e-315
8,su,2.743615073e-314
9,su,1.2819392266355429e-281
10,su,2.4417643507892033e-5
1,submarinescompris,3.66725e-319
2,submarinescompris,6.594826e-317
3,submarinescompris,8.755e-321
4,submarinescompris,3.24273317e-316
5,submarinescompris,8.582594260477367e-300
6,submarinescompris,1.053135128074157e-11
7,submarinescompris,6.704110087e-315
8,submarinescompris,5.0366912094e-314
9,submarinescompris,4.0121687562592334e-281
10,submarinescompris,2.441762956419626e-5
1,subpoena,9.85e-321
2,subpoena,2.1029415e-317
3,subpoena,2.97e-321
4,subpoena,2.714263e-318
5,subpoena,1.0927082884290397e-300
6,subpoena,1.0284978487791384e-12
7,subpoena,4.79123e-318
8,subpoena,1.0633446174e-314
9,subpoena,7.89731105685283e-283
10,subpoena,2.4417643195272003e-5
1,substant,2.5e-323
2,substant,3.66e-322
3,substant,0
4,substant,1.33e-321
5,substant,7.903780476850746e-305
6,substant,1.574041476312191e-14
7,substant,6.3196e-320
8,substant,5.62576e-318
9,substant,2.0322765608837496e-278
10,substant,9.767057865969821e-5
1,thundercloud,2.246e-320
2,thundercloud,1.260563e-317
3,thundercloud,2.905e-321
4,thundercloud,1.257555e-318
5,thundercloud,3.3199727112910297e-301
6,thundercloud,3.222346925416023e-13
7,thundercloud,1.39485443e-315
8,thundercloud,1.9262035685e-314
9,thundercloud,5.142835243634599e-282
10,thundercloud,2.4417644208349473e-5
1,tonsup,6.9e-321
2,tonsup,1.015493e-317
3,tonsup,3.3e-322
4,tonsup,8.927065e-318
5,tonsup,7.242369513711578e-301
6,tonsup,2.7676607877616396e-13
7,tonsup,1.354985607e-315
8,tonsup,1.145361123e-314
9,tonsup,9.568620305231609e-283
10,tonsup,2.441764427357055e-5
1,treatyand,4.7485e-320
2,treatyand,5.290766e-318
3,treatyand,1.23e-321
4,treatyand,5.197007e-318
5,treatyand,7.856008389833923e-301
6,treatyand,4.659055003521704e-13
7,treatyand,1.29487883e-315
8,treatyand,1.282922403e-314
9,treatyand,5.834109994643897e-282
10,treatyand,2.4417644002265324e-5
1,trigger,9.233146446817689e-300
2,trigger,1.0493630784475405e-300
3,trigger,4.697189970526471e-302
4,trigger,5.8177840793165026e-5
5,trigger,1.252749500887691e-4
6,trigger,6.655158689826346e-11
7,trigger,9.845479060740679e-60
8,trigger,2.825792786034523e-267
9,trigger,1.3936288148552533e-226
10,trigger,9.767051360417665e-5
1,trim,1.0093469365219226e-304
2,trim,3.452677189973401e-303
3,trim,8.780450175044779e-306
4,trim,3.6377237537171486e-5
5,trim,1.9724191626069236e-7
6,trim,6.882329117952164e-12
7,trim,2.292925115001074e-301
8,trim,8.957764358347293e-300
9,trim,1.36680372455079e-269
10,trim,2.4417634798423872e-5
1,tumultu,2.0475e-319
2,tumultu,1.4244333e-317
3,tumultu,1.3463e-320
4,tumultu,2.1119113e-317
5,tumultu,4.401509976009508e-300
6,tumultu,1.114866996198195e-11
7,tumultu,1.05159273e-314
8,tumultu,3.8461465926e-314
9,tumultu,1.9563604817963603e-281
10,tumultu,2.441762867870248e-5
1,tv,6.968380612799171e-308
2,tv,3.8927448398615917e-308
3,tv,1.9355185062313245e-308
4,tv,2.1944134990014075e-4
5,tv,8.986101593905654e-33
6,tv,7.451444648157543e-14
7,tv,4.316695255496817e-304
8,tv,1.895544934257002e-302
9,tv,5.025488567935108e-268
10,tv,4.8835289234253284e-5
1,twothird,6.974e-320
2,twothird,6.379815e-318
3,twothird,4.06e-321
4,twothird,1.201443e-317
5,twothird,8.834978297843942e-301
6,twothird,6.070032175353718e-13
7,twothird,4.732623616e-315
8,twothird,1.057780491e-314
9,twothird,1.1824497600056925e-281
10,twothird,4.883528847044111e-5
1,unaddress,3e-323
2,unaddress,8.84e-322
3,unaddress,0
4,unaddress,7.945e-321
5,unaddress,9.363360836019097e-305
6,unaddress,6.07262054200641e-14
7,unaddress,4.374e-320
8,unaddress,4.444723e-318
9,unaddress,4.1861766192079887e-277
10,unaddress,7.325293392460055e-5
1,unafford,1.6834e-319
2,unafford,2.92671e-317
3,unafford,3.636e-321
4,unafford,4.6576295e-317
5,unafford,3.048537674424986e-300
6,unafford,1.5460130497682694e-12
7,unafford,2.314678845e-315
8,unafford,2.558629835e-315
9,unafford,7.343992962573791e-283
10,unafford,2.4417642452938254e-5
1,unattend,4.0722876792927784e-302
2,unattend,2.2715262681298415e-301
3,unattend,5.583815537139974e-303
4,unattend,1.165177859200467e-14
5,unattend,3.556563873532116e-5
6,unattend,1.641810250259367e-10
7,unattend,3.454789533986764e-300
8,unattend,1.586232170550273e-297
9,unattend,1.3824774595047418e-269
10,unattend,4.961886219665335e-5
1,underpay,2.27e-322
2,underpay,1.3735e-320
3,underpay,1e-323
4,underpay,2.836e-321
5,underpay,1.1158463246327492e-303
6,underpay,4.144287462387098e-14
7,underpay,5.15034e-319
8,underpay,3.1278753e-317
9,underpay,5.187702410882818e-277
10,underpay,4.883528928169183e-5
1,unmet,8.0007e-319
2,unmet,5.38280756e-316
3,unmet,5.1195e-320
4,unmet,7.22803406e-316
5,unmet,1.6433693362561166e-299
6,unmet,4.700353888583306e-11
7,unmet,5.480407e-317
8,unmet,5.63040525196e-313
9,unmet,2.7902213902572063e-280
10,unmet,2.4417577247788852e-5
1,unplan,1.360034e-318
2,unplan,6.1131696e-316
3,unplan,3.5523e-320
4,unplan,1.485822737e-315
5,unplan,3.1423331898806035e-299
6,unplan,5.222492400227579e-11
7,unplan,2.747878327e-314
8,unplan,5.2286298626e-313
9,unplan,7.327352320135363e-281
10,unplan,2.441756975813358e-5
1,untouch,1.04e-322
2,untouch,1.857e-320
3,untouch,1.5e-323
4,untouch,9.407e-321
5,untouch,4.2179136955060286e-303
6,untouch,7.51406432167572e-13
7,untouch,7.89099e-318
8,untouch,7.1131585e-317
9,untouch,5.999282544958633e-276
10,untouch,4.883528826330643e-5
1,unwind,3.93e-321
2,unwind,1.0537477e-317
3,unwind,2.67e-322
4,unwind,1.794973e-317
5,unwind,1.2225934617372937e-300
6,unwind,4.314139742150239e-13
7,unwind,4.0323915e-316
8,unwind,1.306506513e-314
9,unwind,1.0946834664319604e-282
10,unwind,2.4417644051740603e-5
1,useabl,4.333e-320
2,useabl,6.5917e-318
3,useabl,1.833e-321
4,useabl,5.1217933e-317
5,useabl,7.496877498179585e-301
6,useabl,6.184024134606075e-14
7,useabl,3.4036072e-316
8,useabl,3.8215985e-316
9,useabl,5.7414285118567794e-282
10,useabl,4.883528925243342e-5
1,vow,2.6801334383914843e-304
2,vow,8.961725157973704e-304
3,vow,2.0451210494403485e-305
4,vow,3.657355831669008e-5
5,vow,7.504643826566014e-20
6,vow,1.772840579143781e-12
7,vow,7.03703475515082e-302
8,vow,8.7303403320199e-299
9,vow,3.204222770280279e-272
10,vow,2.4417642127572482e-5
1,wallpost,2.4847e-320
2,wallpost,7.44488e-318
3,wallpost,3.26e-322
4,wallpost,1.1421464e-317
5,wallpost,1.4993858244812815e-301
6,wallpost,1.196895438397879e-12
7,wallpost,2.89116846e-316
8,wallpost,6.865575527e-315
9,wallpost,4.002407545168034e-282
10,wallpost,2.441764295371927e-5
1,warhead,4.215516044189231e-306
2,warhead,2.7973100724058122e-306
3,warhead,4.891034132649167e-307
4,warhead,2.1944134990014075e-4
5,warhead,2.2231533066675268e-23
6,warhead,3.761144152212023e-13
7,warhead,9.061287036308265e-303
8,warhead,2.589877881250663e-300
9,warhead,5.486298910622967e-266
10,warhead,7.32529334722016e-5
1,womenparticular,4.3967e-320
2,womenparticular,2.8719384e-317
3,womenparticular,7.49e-321
4,womenparticular,1.0460648e-316
5,womenparticular,8.445688135879666e-301
6,womenparticular,1.8183126307832038e-12
7,womenparticular,2.00538237e-315
8,womenparticular,6.1099828416e-314
9,womenparticular,4.610550405641501e-282
10,womenparticular,2.441764206234651e-5
1,workplac,4.225731981885642e-300
2,workplac,5.408610971918593e-300
3,workplac,2.02521011004885e-301
4,workplac,2.6304649527911017e-4
5,workplac,1.7666122289980565e-4
6,workplac,1.6694938866130367e-11
7,workplac,1.247672015638502e-297
8,workplac,7.6949221742270345e-255
9,workplac,5.088433542318231e-226
10,workplac,1.4650584724866894e-4
1,worksand,3.824e-321
2,worksand,5.00578e-318
3,worksand,6.8e-322
4,worksand,2.8364773e-317
5,worksand,9.376154392389612e-301
6,worksand,2.188532774438419e-14
7,worksand,7.65227533e-316
8,worksand,3.27407578e-315
9,worksand,3.824582391696839e-282
10,worksand,2.441764463917639e-5
1,wrack,1.9926e-320
2,wrack,2.240845e-318
3,wrack,1.423e-321
4,wrack,2.875037e-318
5,wrack,3.575325528881518e-301
6,wrack,1.0734704419645241e-12
7,wrack,6.68778256e-316
8,wrack,1.031512639e-314
9,wrack,2.1492365439388874e-282
10,wrack,2.441764313076249e-5
1,xiaop,5.5405e-320
2,xiaop,1.178386e-317
3,xiaop,5.6e-322
